case_id,case_type,difficulty,ai_correct
CASE021013,routine,-0.289,1
CASE021014,routine,0.237,1
CASE021015,routine,-0.491,1
CASE021016,routine,-0.702,1
CASE021017,ambiguous,0.304,0
CASE021018,routine,-0.18,1
CASE021019,ambiguous,-0.093,0
CASE021020,ambiguous,0.584,1
CASE021021,routine,-0.736,1
CASE021022,routine,-0.489,1
CASE021023,routine,-0.422,1
CASE021024,routine,0.24,1
CASE021025,ambiguous,0.806,1
CASE021026,routine,-0.858,1
CASE021027,atypical,2.002,0
CASE021028,ambiguous,0.29,1
CASE021029,routine,-0.361,1
CASE021030,ambiguous,0.14,1
CASE021031,routine,-0.08,1
CASE021032,ambiguous,0.904,1
CASE021033,routine,-1.209,1
CASE021034,ambiguous,0.584,1
CASE021035,ambiguous,0.55,1
CASE021036,routine,-0.882,1
CASE021037,ambiguous,1.217,1
CASE021038,routine,-0.433,1
CASE021039,ambiguous,0.245,1
CASE021040,routine,-0.596,1
CASE021041,atypical,1.436,0
CASE021042,routine,-0.684,1
CASE021043,routine,-0.407,1
CASE021044,routine,-0.645,1
CASE021045,ambiguous,-0.026,1
CASE021046,routine,-0.605,1
CASE021047,ambiguous,0.535,1
CASE021048,routine,-0.526,0
CASE021049,routine,-0.661,1
CASE021050,routine,-0.536,1
CASE021051,routine,-0.15,1
CASE021052,routine,-0.866,1
CASE021053,routine,-0.276,0
CASE021054,routine,-0.757,1
CASE021055,routine,-0.359,1
CASE021056,atypical,0.581,1
CASE021057,routine,-0.679,1
CASE021058,routine,-0.389,1
CASE021059,routine,0.411,1
CASE021060,routine,-0.283,1
CASE021061,atypical,1.175,1
CASE021062,routine,-0.578,1
CASE021063,routine,0.084,1
CASE021064,atypical,1.925,0
CASE021065,routine,0.01,1
CASE021066,routine,-0.387,1
CASE021067,routine,-0.823,1
CASE021068,routine,0.416,1
CASE021069,routine,-0.597,1
CASE021070,routine,-0.187,1
CASE021071,routine,-0.404,1
CASE021072,routine,-0.775,1
CASE021073,routine,-0.538,1
CASE021074,routine,-0.57,1
CASE021075,routine,-0.86,1
CASE021076,routine,-0.532,1
CASE021077,routine,-0.627,1
CASE021078,routine,-0.267,1
CASE021079,routine,-0.348,1
CASE021080,routine,-0.684,1
CASE021081,routine,-0.594,1
CASE021082,routine,0.227,1
CASE021083,routine,-1.048,1
CASE021084,routine,-0.211,1
CASE021085,ambiguous,0.061,1
CASE021086,routine,-0.804,1
CASE021087,routine,-0.473,1
CASE021088,ambiguous,0.655,1
CASE021089,routine,-0.003,1
CASE021090,routine,-0.477,0
CASE021091,atypical,1.425,0
CASE021092,routine,-0.556,1
CASE021093,routine,-0.187,1
CASE021094,ambiguous,0.18,1
CASE021095,routine,0.25,1
CASE021096,routine,-0.265,1
CASE021097,routine,-0.459,1
CASE021098,ambiguous,0.63,1
CASE021099,routine,-0.427,1
CASE021100,ambiguous,0.566,1
CASE021101,routine,-0.019,1
CASE021102,routine,0.064,1
CASE021103,routine,0.303,1
CASE021104,atypical,1.317,0
CASE021105,routine,-0.806,1
CASE021106,routine,-0.506,1
CASE021107,atypical,1.386,0
CASE021108,ambiguous,-0.217,1
CASE021109,atypical,1.403,0
CASE021110,ambiguous,0.641,0
CASE021111,routine,-0.177,1
CASE021112,routine,-0.804,1
CASE021113,routine,-0.409,1
CASE021114,routine,-0.75,1
CASE021115,routine,-0.395,1
CASE021116,routine,-0.104,1
CASE021117,routine,-0.94,0
CASE021118,routine,-0.464,1
CASE021119,routine,-0.677,1
CASE021120,routine,-0.224,1
CASE021121,routine,0.413,1
CASE021122,ambiguous,1.259,1
CASE021123,routine,-0.587,1
CASE021124,ambiguous,1.039,0
CASE021125,routine,-0.879,1
CASE021126,routine,-0.296,1
CASE021127,routine,-0.432,1
CASE021128,ambiguous,0.602,1
CASE021129,routine,-0.035,1
CASE021130,ambiguous,0.309,1
CASE021131,routine,-0.372,1
CASE021132,ambiguous,0.062,1
CASE021133,routine,-0.846,1
CASE021134,routine,-0.453,1
CASE021135,routine,-0.343,1
CASE021136,routine,-0.671,1
CASE021137,ambiguous,0.09,1
CASE021138,routine,-1.236,1
CASE021139,routine,-1.131,1
CASE021140,atypical,1.558,0
CASE021141,routine,-0.19,1
CASE021142,ambiguous,0.309,0
CASE021143,routine,0.193,1
CASE021144,routine,-0.283,1
CASE021145,routine,-0.283,1
CASE021146,routine,-0.906,1
CASE021147,atypical,1.392,1
CASE021148,routine,-0.441,1
CASE021149,routine,-0.603,1
CASE021150,routine,-0.529,1
CASE021151,routine,-0.989,1
CASE021152,ambiguous,0.749,1
CASE021153,routine,-0.129,1
CASE021154,ambiguous,0.558,1
CASE021155,routine,-0.214,1
CASE021156,routine,0.327,1
CASE021157,routine,-0.331,1
CASE021158,routine,-0.738,1
CASE021159,routine,-0.285,1
CASE021160,routine,-0.157,1
CASE021161,routine,-0.211,1
CASE021162,routine,-0.812,1
CASE021163,atypical,0.592,0
CASE021164,ambiguous,0.22,1
CASE021165,routine,-0.99,1
CASE021166,routine,-0.26,1
CASE021167,routine,-0.873,1
CASE021168,routine,-0.564,1
CASE021169,routine,-0.527,1
CASE021170,routine,-0.414,1
CASE021171,routine,-0.006,1
CASE021172,routine,-0.544,1
CASE021173,ambiguous,0.704,0
CASE021174,routine,-0.187,1
CASE021175,ambiguous,0.463,1
CASE021176,routine,-0.761,1
CASE021177,routine,-0.452,1
CASE021178,routine,0.492,1
CASE021179,routine,-0.534,1
CASE021180,routine,-0.248,1
CASE021181,routine,-0.94,1
CASE021182,routine,-0.272,1
CASE021183,routine,-1.113,1
CASE021184,routine,-0.124,1
CASE021185,routine,0.114,1
CASE021186,routine,-0.063,1
CASE021187,routine,-1.181,1
CASE021188,ambiguous,0.44,1
CASE021189,routine,-0.717,1
CASE021190,routine,-0.335,1
CASE021191,routine,-0.301,1
CASE021192,ambiguous,0.47,0
CASE021193,ambiguous,0.635,1
CASE021194,routine,-0.424,1
CASE021195,routine,-0.188,1
CASE021196,routine,-0.111,1
CASE021197,routine,-0.594,1
CASE021198,routine,0.242,1
CASE021199,routine,-0.009,1
CASE021200,ambiguous,0.791,0
CASE021201,routine,-0.726,1
CASE021202,routine,-0.147,1
CASE021203,atypical,1.538,1
CASE021204,ambiguous,0.024,1
CASE021205,routine,-0.248,1
CASE021206,routine,-0.489,1
CASE021207,routine,-0.08,1
CASE021208,ambiguous,0.693,1
CASE021209,routine,-0.159,1
CASE021210,routine,-0.59,1
CASE021211,routine,-0.738,1
CASE021212,routine,-0.905,1
CASE021213,routine,-0.33,0
CASE021214,routine,-0.17,1
CASE021215,atypical,0.604,0
CASE021216,ambiguous,0.891,1
CASE021217,routine,-0.516,1
CASE021218,routine,-0.498,1
CASE021219,routine,-0.375,1
CASE021220,ambiguous,-0.033,1
CASE021221,routine,-0.146,1
CASE021222,routine,-0.742,1
CASE021223,routine,-1.302,1
CASE021224,routine,-0.433,1
CASE021225,ambiguous,1.126,1
CASE021226,ambiguous,0.384,1
CASE021227,routine,-0.566,1
CASE021228,routine,-1.011,1
CASE021229,routine,-0.597,1
CASE021230,routine,-0.463,1
CASE021231,routine,-0.642,1
CASE021232,routine,-0.284,1
CASE021233,routine,-0.306,1
CASE021234,routine,-0.583,1
CASE021235,routine,-0.124,1
CASE021236,ambiguous,0.092,1
CASE021237,routine,-0.397,1
CASE021238,routine,-0.602,1
CASE021239,routine,-0.148,1
CASE021240,ambiguous,1.254,1
CASE021241,routine,-0.49,1
CASE021242,atypical,1.079,0
CASE021243,routine,0.027,1
CASE021244,routine,-0.277,1
CASE021245,routine,-0.462,1
CASE021246,routine,-0.436,1
CASE021247,routine,-0.614,1
CASE021248,routine,0.026,1
CASE021249,routine,-0.502,1
CASE021250,routine,-0.044,1
CASE021251,routine,-0.866,1
CASE021252,routine,-0.569,1
CASE021253,routine,-0.839,1
CASE021254,routine,-0.672,1
CASE021255,routine,-0.087,1
CASE021256,routine,-0.186,1
CASE021257,routine,-0.756,1
CASE021258,routine,-0.89,1
CASE021259,routine,-0.793,1
CASE021260,routine,0.056,1
CASE021261,ambiguous,0.795,1
CASE021262,ambiguous,0.131,0
CASE021263,routine,-0.361,1
CASE021264,routine,-0.251,1
CASE021265,routine,-0.658,1
CASE021266,atypical,1.127,0
CASE021267,ambiguous,0.604,1
CASE021268,atypical,0.961,0
CASE021269,ambiguous,-0.185,1
CASE021270,routine,-0.201,1
CASE021271,ambiguous,0.399,1
CASE021272,atypical,1.756,0
CASE021273,routine,-0.02,1
CASE021274,routine,-0.378,1
CASE021275,routine,0.02,1
CASE021276,ambiguous,0.411,1
CASE021277,ambiguous,1.073,1
CASE021278,ambiguous,0.8,0
CASE021279,ambiguous,0.508,1
CASE021280,routine,-0.316,1
CASE021281,ambiguous,0.08,1
CASE021282,routine,-0.912,0
CASE021283,routine,-0.272,1
CASE021284,routine,-0.072,1
CASE021285,routine,-0.606,1
CASE021286,ambiguous,-0.042,1
CASE021287,routine,0.539,1
CASE021288,routine,-0.157,1
CASE021289,atypical,1.778,1
CASE021290,routine,-0.285,1
CASE021291,routine,-0.056,0
CASE021292,routine,-0.913,1
CASE021293,routine,-0.378,1
CASE021294,routine,0.105,1
CASE021295,routine,-0.369,1
CASE021296,routine,-0.509,1
CASE021297,routine,-1.012,1
CASE021298,routine,-0.33,1
CASE021299,ambiguous,0.02,1
CASE021300,routine,-0.114,1
CASE021301,routine,-0.182,1
CASE021302,routine,-0.349,1
CASE021303,routine,-0.626,1
CASE021304,routine,-0.148,1
CASE021305,routine,-0.402,1
CASE021306,routine,0.238,1
CASE021307,atypical,0.937,0
CASE021308,routine,-0.52,1
CASE021309,routine,0.192,1
CASE021310,routine,-0.454,1
CASE021311,routine,-0.27,1
CASE021312,routine,-0.069,1
CASE021313,routine,-0.638,1
CASE021314,routine,0.071,1
CASE021315,ambiguous,0.905,1
CASE021316,routine,-0.525,1
CASE021317,ambiguous,0.911,1
CASE021318,atypical,0.606,0
CASE021319,ambiguous,0.826,0
CASE021320,routine,0.022,1
CASE021321,routine,-0.473,0
CASE021322,routine,-0.184,1
CASE021323,routine,-0.575,1
CASE021324,ambiguous,0.706,1
CASE021325,ambiguous,0.813,0
CASE021326,routine,-0.654,0
CASE021327,ambiguous,0.866,1
CASE021328,ambiguous,0.768,1
CASE021329,ambiguous,0.083,0
CASE021330,routine,-0.811,1
CASE021331,routine,-0.254,1
CASE021332,routine,-0.387,1
CASE021333,routine,-0.258,1
CASE021334,ambiguous,0.281,1
CASE021335,routine,-0.484,1
CASE021336,routine,-0.221,1
CASE021337,routine,-0.529,1
CASE021338,routine,0.064,1
CASE021339,routine,-0.365,1
CASE021340,routine,-0.816,1
CASE021341,ambiguous,0.556,1
CASE021342,routine,-0.025,1
CASE021343,ambiguous,0.635,1
CASE021344,routine,-0.18,1
CASE021345,routine,-0.176,1
CASE021346,ambiguous,0.527,1
CASE021347,routine,-0.608,1
CASE021348,ambiguous,0.277,1
CASE021349,routine,-0.401,1
CASE021350,routine,-0.066,1
CASE021351,routine,-0.092,1
CASE021352,ambiguous,0.492,1
CASE021353,ambiguous,1.425,1
CASE021354,routine,-0.055,1
CASE021355,ambiguous,0.445,1
CASE021356,routine,-0.256,1
CASE021357,routine,-0.414,1
CASE021358,ambiguous,0.74,1
CASE021359,atypical,1.69,1
CASE021360,routine,-0.083,1
CASE021361,routine,-0.493,1
CASE021362,routine,-0.559,1
CASE021363,ambiguous,1.043,1
CASE021364,routine,-0.432,1
CASE021365,routine,0.013,1
CASE021366,ambiguous,0.771,1
CASE021367,routine,-1.046,1
CASE021368,routine,-0.66,1
CASE021369,routine,-0.668,1
CASE021370,routine,-0.421,1
CASE021371,ambiguous,0.479,1
CASE021372,ambiguous,0.937,1
CASE021373,routine,-0.914,1
CASE021374,routine,-0.407,1
CASE021375,atypical,1.496,1
CASE021376,routine,-0.171,1
CASE021377,routine,-0.363,0
CASE021378,ambiguous,0.852,1
CASE021379,routine,-0.01,1
CASE021380,routine,-0.129,1
CASE021381,routine,-0.673,1
CASE021382,routine,-0.282,1
CASE021383,ambiguous,0.272,1
CASE021384,routine,-0.605,1
CASE021385,ambiguous,-0.114,1
CASE021386,routine,-0.618,1
CASE021387,routine,-0.521,1
CASE021388,routine,-0.087,1
CASE021389,routine,-0.889,1
CASE021390,routine,-0.141,1
CASE021391,routine,-0.191,1
CASE021392,routine,-0.287,1
CASE021393,routine,-0.743,1
CASE021394,routine,-0.583,1
CASE021395,routine,-0.421,1
CASE021396,routine,-0.293,0
CASE021397,routine,-0.392,1
CASE021398,atypical,0.83,0
CASE021399,routine,-0.782,1
CASE021400,routine,-1.41,1
CASE021401,ambiguous,0.194,1
CASE021402,routine,-0.341,1
CASE021403,routine,0.035,1
CASE021404,ambiguous,0.129,1
CASE021405,routine,-0.611,0
CASE021406,routine,-0.284,1
CASE021407,routine,-0.276,1
CASE021408,ambiguous,1.026,1
CASE021409,ambiguous,0.627,1
CASE021410,routine,-0.044,1
CASE021411,ambiguous,0.539,1
CASE021412,ambiguous,0.69,1
CASE021413,routine,-0.108,1
CASE021414,routine,-0.682,1
CASE021415,ambiguous,0.551,1
CASE021416,routine,-0.716,1
CASE021417,ambiguous,0.693,1
CASE021418,routine,0.116,1
CASE021419,routine,-0.51,1
CASE021420,ambiguous,0.513,1
CASE021421,routine,-0.191,1
CASE021422,atypical,1.078,0
CASE021423,ambiguous,-0.266,1
CASE021424,ambiguous,-0.01,1
CASE021425,routine,0.425,1
CASE021426,routine,-0.249,1
CASE021427,routine,-0.47,1
CASE021428,routine,-0.302,1
CASE021429,routine,-0.249,1
CASE021430,routine,-0.18,1
CASE021431,routine,-0.276,1
CASE021432,ambiguous,1.089,1
CASE021433,routine,-0.212,1
CASE021434,routine,-0.507,1
CASE021435,routine,-0.079,1
CASE021436,routine,-0.058,1
CASE021437,routine,-0.855,1
CASE021438,routine,-0.538,1
CASE021439,routine,-0.266,1
CASE021440,atypical,0.951,1
CASE021441,routine,-0.33,1
CASE021442,routine,-0.001,1
CASE021443,ambiguous,0.953,1
CASE021444,atypical,1.493,1
CASE021445,atypical,1.668,1
CASE021446,routine,-0.817,1
CASE021447,routine,-0.637,1
CASE021448,routine,-0.472,1
CASE021449,routine,-0.292,1
CASE021450,atypical,1.056,0
CASE021451,routine,-0.246,1
CASE021452,routine,-0.628,1
CASE021453,ambiguous,0.758,1
CASE021454,routine,-0.581,1
CASE021455,routine,0.112,1
CASE021456,routine,-0.695,1
CASE021457,ambiguous,0.154,1
CASE021458,routine,-0.297,1
CASE021459,ambiguous,0.652,1
CASE021460,routine,-0.636,1
CASE021461,routine,-0.358,1
CASE021462,routine,-0.142,1
CASE021463,routine,0.513,1
CASE021464,routine,-0.087,1
CASE021465,routine,-0.743,1
CASE021466,routine,-1.245,1
CASE021467,routine,-0.712,1
CASE021468,routine,-0.451,1
CASE021469,routine,-0.258,1
CASE021470,routine,-0.134,1
CASE021471,routine,-0.413,1
CASE021472,routine,-0.454,1
CASE021473,routine,-0.164,1
CASE021474,routine,-0.85,1
CASE021475,routine,-0.454,1
CASE021476,ambiguous,0.722,1
CASE021477,routine,-0.351,1
CASE021478,ambiguous,0.269,1
CASE021479,routine,-1.111,1
CASE021480,routine,-0.248,1
CASE021481,atypical,2.073,1
CASE021482,ambiguous,0.337,1
CASE021483,routine,-0.172,1
CASE021484,routine,-0.654,1
CASE021485,routine,-0.335,1
CASE021486,routine,0.062,1
CASE021487,atypical,0.51,1
CASE021488,routine,-0.433,1
CASE021489,routine,0.062,1
CASE021490,routine,0.149,1
CASE021491,routine,-0.297,1
CASE021492,routine,-0.752,1
CASE021493,routine,0.644,1
CASE021494,ambiguous,1.028,1
CASE021495,routine,-0.852,1
CASE021496,routine,-0.259,1
CASE021497,ambiguous,0.669,1
CASE021498,routine,-0.806,1
CASE021499,routine,-0.91,1
CASE021500,routine,-0.154,1
CASE021501,routine,-0.02,1
CASE021502,routine,-0.463,1
CASE021503,routine,-0.55,1
CASE021504,routine,-0.801,1
CASE021505,routine,-0.046,1
CASE021506,routine,-0.071,1
CASE021507,atypical,1.537,1
CASE021508,routine,-0.291,1
CASE021509,routine,-0.539,1
CASE021510,routine,0.106,1
CASE021511,ambiguous,0.571,0
CASE021512,atypical,1.287,1
CASE021513,atypical,0.796,0
CASE021514,atypical,1.275,0
CASE021515,routine,0.132,1
CASE021516,routine,-0.16,1
CASE021517,routine,0.179,1
CASE021518,ambiguous,1.382,1
CASE021519,ambiguous,0.724,0
CASE021520,routine,-0.66,1
CASE021521,routine,-0.091,1
CASE021522,routine,-0.541,1
CASE021523,routine,-0.091,1
CASE021524,routine,-0.354,1
CASE021525,ambiguous,0.114,0
CASE021526,routine,-0.287,1
CASE021527,routine,-0.353,1
CASE021528,routine,-0.208,1
CASE021529,routine,-0.582,1
CASE021530,routine,0.012,1
CASE021531,routine,-0.818,1
CASE021532,routine,-0.426,1
CASE021533,ambiguous,-0.199,1
CASE021534,routine,-0.543,1
CASE021535,routine,0.064,1
CASE021536,routine,-0.336,1
CASE021537,routine,0.092,1
CASE021538,atypical,1.44,1
CASE021539,routine,0.065,1
CASE021540,routine,-0.842,1
CASE021541,ambiguous,0.688,1
CASE021542,ambiguous,0.693,1
CASE021543,routine,-0.535,1
CASE021544,routine,-0.493,1
CASE021545,ambiguous,0.468,1
CASE021546,routine,-0.269,1
CASE021547,atypical,1.661,0
CASE021548,ambiguous,-0.033,1
CASE021549,atypical,1.393,0
CASE021550,atypical,1.707,0
CASE021551,routine,-0.555,1
CASE021552,routine,-0.034,1
CASE021553,ambiguous,0.29,1
CASE021554,ambiguous,0.842,1
CASE021555,routine,-0.155,1
CASE021556,routine,-0.538,1
CASE021557,routine,-0.843,1
CASE021558,routine,-0.766,1
CASE021559,routine,0.0,1
CASE021560,routine,-0.81,1
CASE021561,routine,-0.659,1
CASE021562,routine,-0.478,1
CASE021563,routine,-0.455,1
CASE021564,routine,-0.362,1
CASE021565,routine,-0.15,1
CASE021566,ambiguous,0.583,1
CASE021567,routine,-0.251,1
CASE021568,routine,0.05,1
CASE021569,routine,0.009,1
CASE021570,ambiguous,0.771,1
CASE021571,routine,0.38,1
CASE021572,routine,-0.461,1
CASE021573,ambiguous,0.565,1
CASE021574,routine,-0.335,1
CASE021575,atypical,1.494,0
CASE021576,routine,-0.231,1
CASE021577,routine,-0.244,0
CASE021578,ambiguous,1.45,0
CASE021579,routine,-0.173,1
CASE021580,routine,-0.361,1
CASE021581,routine,-0.46,1
CASE021582,routine,-0.994,1
CASE021583,routine,-0.656,1
CASE021584,ambiguous,0.612,1
CASE021585,routine,-0.03,1
CASE021586,atypical,1.1,0
CASE021587,routine,0.014,1
CASE021588,ambiguous,0.794,1
CASE021589,routine,-0.582,1
CASE021590,atypical,1.022,0
CASE021591,ambiguous,0.655,1
CASE021592,routine,-0.475,1
CASE021593,ambiguous,0.387,1
CASE021594,ambiguous,0.65,1
CASE021595,routine,0.062,1
CASE021596,routine,-0.078,1
CASE021597,routine,-0.617,1
CASE021598,routine,-0.442,1
CASE021599,ambiguous,0.848,1
CASE021600,routine,-0.73,1
CASE021601,ambiguous,0.167,1
CASE021602,routine,-0.494,1
CASE021603,atypical,1.132,0
CASE021604,ambiguous,0.525,1
CASE021605,routine,-0.526,1
CASE021606,routine,-0.619,1
CASE021607,routine,-0.381,1
CASE021608,atypical,1.592,1
CASE021609,routine,-0.878,1
CASE021610,ambiguous,0.875,1
CASE021611,routine,-0.299,1
CASE021612,routine,-0.619,1
CASE021613,routine,-0.839,1
CASE021614,routine,-0.688,1
CASE021615,routine,-0.144,1
CASE021616,routine,-0.074,1
CASE021617,ambiguous,0.845,1
CASE021618,routine,-1.081,1
CASE021619,routine,-0.421,1
CASE021620,ambiguous,0.684,1
CASE021621,ambiguous,0.107,0
CASE021622,atypical,0.931,1
CASE021623,atypical,0.947,1
CASE021624,ambiguous,0.657,1
CASE021625,ambiguous,0.887,1
CASE021626,routine,-0.374,1
CASE021627,atypical,0.831,1
CASE021628,ambiguous,0.323,1
CASE021629,routine,-0.005,1
CASE021630,routine,0.214,1
CASE021631,routine,-1.046,1
CASE021632,routine,-0.342,1
CASE021633,ambiguous,0.718,1
CASE021634,atypical,1.526,1
CASE021635,routine,-1.1,1
CASE021636,ambiguous,-0.17,1
CASE021637,routine,0.396,1
CASE021638,ambiguous,0.514,1
CASE021639,routine,-0.931,1
CASE021640,ambiguous,0.472,1
CASE021641,routine,-0.417,0
CASE021642,atypical,1.625,1
CASE021643,routine,-0.256,1
CASE021644,atypical,0.625,1
CASE021645,atypical,1.1,1
CASE021646,routine,0.052,1
CASE021647,routine,-0.016,1
CASE021648,routine,0.278,1
CASE021649,ambiguous,0.418,1
CASE021650,routine,-0.155,1
CASE021651,routine,-0.655,1
CASE021652,routine,-0.267,1
CASE021653,routine,-0.019,1
CASE021654,routine,0.16,1
CASE021655,routine,-0.205,1
CASE021656,routine,-0.074,1
CASE021657,routine,-0.271,1
CASE021658,ambiguous,0.591,1
CASE021659,ambiguous,0.366,1
CASE021660,ambiguous,1.148,1
CASE021661,routine,-0.588,1
CASE021662,routine,0.055,1
CASE021663,routine,-0.369,1
CASE021664,ambiguous,0.568,1
CASE021665,routine,-0.74,1
CASE021666,ambiguous,0.261,1
CASE021667,routine,-0.679,1
CASE021668,routine,-1.342,1
CASE021669,routine,-0.911,1
CASE021670,routine,-1.064,1
CASE021671,atypical,0.878,1
CASE021672,routine,-0.783,1
CASE021673,routine,0.058,1
CASE021674,routine,-0.178,1
CASE021675,routine,-0.34,1
CASE021676,routine,0.049,1
CASE021677,atypical,1.482,0
CASE021678,routine,-0.638,1
CASE021679,ambiguous,0.078,0
CASE021680,routine,-0.397,1
CASE021681,routine,-0.881,1
CASE021682,routine,-0.491,1
CASE021683,routine,-0.338,1
CASE021684,routine,-0.971,1
CASE021685,routine,-0.323,1
CASE021686,routine,-1.005,1
CASE021687,ambiguous,0.516,0
CASE021688,routine,0.234,1
CASE021689,routine,-0.753,1
CASE021690,atypical,1.723,1
CASE021691,ambiguous,0.324,0
CASE021692,ambiguous,0.131,1
CASE021693,routine,0.132,1
CASE021694,ambiguous,0.286,1
CASE021695,routine,-0.577,1
CASE021696,routine,0.32,1
CASE021697,routine,-0.46,1
CASE021698,routine,-0.591,1
CASE021699,routine,-0.255,1
CASE021700,routine,-0.529,1
CASE021701,ambiguous,0.272,0
CASE021702,routine,-0.528,1
CASE021703,routine,-0.035,1
CASE021704,routine,-0.615,1
CASE021705,routine,-0.392,1
CASE021706,ambiguous,1.055,0
CASE021707,routine,0.025,1
CASE021708,routine,-0.631,1
CASE021709,routine,-0.479,1
CASE021710,ambiguous,0.684,1
CASE021711,routine,0.019,1
CASE021712,routine,-0.635,1
CASE021713,routine,-0.286,1
CASE021714,routine,-0.079,1
CASE021715,routine,0.023,1
CASE021716,routine,-0.203,1
CASE021717,routine,-0.096,1
CASE021718,ambiguous,0.171,1
CASE021719,routine,-0.432,1
CASE021720,routine,-0.409,1
CASE021721,routine,-0.212,1
CASE021722,routine,-0.463,1
CASE021723,ambiguous,0.058,1
CASE021724,routine,-0.43,1
CASE021725,ambiguous,1.074,1
CASE021726,routine,-0.668,1
CASE021727,routine,-0.901,1
CASE021728,routine,-0.537,1
CASE021729,ambiguous,0.834,1
CASE021730,ambiguous,0.822,1
CASE021731,routine,-0.444,1
CASE021732,ambiguous,0.494,1
CASE021733,atypical,1.115,1
CASE021734,routine,-0.71,1
CASE021735,routine,-0.369,1
CASE021736,routine,-0.823,1
CASE021737,routine,-0.431,1
CASE021738,ambiguous,0.327,1
CASE021739,ambiguous,0.858,1
CASE021740,routine,-0.273,1
CASE021741,routine,-0.513,1
CASE021742,routine,-0.395,1
CASE021743,routine,-0.299,1
CASE021744,routine,-0.759,1
CASE021745,routine,-0.778,1
CASE021746,atypical,0.617,1
CASE021747,routine,-0.759,1
CASE021748,routine,-0.225,1
CASE021749,routine,-0.202,1
CASE021750,routine,-0.461,1
CASE021751,ambiguous,0.938,0
CASE021752,routine,-0.024,1
CASE021753,routine,-0.533,1
CASE021754,routine,-0.55,1
CASE021755,routine,-0.416,1
CASE021756,ambiguous,0.65,1
CASE021757,routine,-0.445,1
CASE021758,ambiguous,1.389,0
CASE021759,routine,-0.187,1
CASE021760,routine,-0.325,1
CASE021761,ambiguous,0.404,1
CASE021762,ambiguous,0.356,0
CASE021763,routine,-0.818,1
CASE021764,routine,-0.161,1
CASE021765,routine,-1.077,1
CASE021766,ambiguous,0.67,1
CASE021767,routine,-0.056,1
CASE021768,ambiguous,1.211,1
CASE021769,ambiguous,0.506,1
CASE021770,routine,-0.894,1
CASE021771,ambiguous,0.584,1
CASE021772,atypical,1.164,1
CASE021773,routine,-1.026,1
CASE021774,atypical,0.999,1
CASE021775,routine,0.436,1
CASE021776,routine,-0.721,1
CASE021777,routine,-0.501,1
CASE021778,routine,-0.44,1
CASE021779,routine,-0.663,1
CASE021780,routine,-0.161,1
CASE021781,routine,-0.314,1
CASE021782,routine,-0.52,1
CASE021783,routine,-0.726,1
CASE021784,routine,-0.433,1
CASE021785,atypical,1.991,1
CASE021786,routine,-0.504,1
CASE021787,routine,-0.525,1
CASE021788,routine,-0.375,1
CASE021789,routine,0.361,1
CASE021790,routine,-0.73,1
CASE021791,ambiguous,0.7,1
CASE021792,routine,-0.354,1
CASE021793,routine,-0.483,1
CASE021794,routine,-0.578,1
CASE021795,routine,-0.497,1
CASE021796,routine,-0.363,1
CASE021797,routine,-0.443,1
CASE021798,atypical,1.384,0
CASE021799,ambiguous,0.4,1
CASE021800,routine,-0.257,1
CASE021801,routine,0.095,1
CASE021802,routine,-0.641,1
CASE021803,routine,-0.156,1
CASE021804,routine,0.141,1
CASE021805,routine,-0.516,1
CASE021806,routine,-1.015,1
CASE021807,atypical,1.718,0
CASE021808,routine,-0.437,1
CASE021809,ambiguous,0.936,1
CASE021810,routine,-0.585,1
CASE021811,routine,-0.904,1
CASE021812,routine,-0.437,1
CASE021813,routine,-0.301,1
CASE021814,routine,-0.792,1
CASE021815,routine,-0.268,1
CASE021816,routine,0.33,1
CASE021817,routine,0.175,1
CASE021818,routine,-0.281,1
CASE021819,routine,0.201,1
CASE021820,routine,-1.093,1
CASE021821,routine,-0.585,1
CASE021822,routine,-0.214,1
CASE021823,routine,0.063,1
CASE021824,routine,-0.518,1
CASE021825,routine,-0.481,1
CASE021826,routine,-0.336,0
CASE021827,routine,-0.106,1
CASE021828,routine,-0.155,1
CASE021829,routine,-0.314,1
CASE021830,ambiguous,0.844,1
CASE021831,routine,-0.245,1
CASE021832,routine,-0.272,1
CASE021833,routine,-0.824,1
CASE021834,ambiguous,-0.046,1
CASE021835,routine,-0.507,1
CASE021836,routine,-1.297,1
CASE021837,routine,0.025,1
CASE021838,routine,-0.239,1
CASE021839,atypical,1.216,1
CASE021840,routine,-0.169,1
CASE021841,routine,-0.338,1
CASE021842,routine,-0.617,1
CASE021843,ambiguous,0.652,0
CASE021844,routine,-0.611,1
CASE021845,routine,0.107,1
CASE021846,routine,-0.543,1
CASE021847,routine,-0.328,1
CASE021848,routine,-0.823,1
CASE021849,ambiguous,0.792,1
CASE021850,routine,-0.451,1
CASE021851,ambiguous,0.603,1
CASE021852,ambiguous,1.247,1
CASE021853,ambiguous,0.847,1
CASE021854,ambiguous,0.735,1
CASE021855,routine,-0.864,1
CASE021856,atypical,1.148,0
CASE021857,ambiguous,0.653,1
CASE021858,routine,-0.267,1
CASE021859,atypical,0.884,0
CASE021860,routine,-0.613,1
CASE021861,routine,-0.336,1
CASE021862,routine,-0.913,1
CASE021863,routine,-0.575,1
CASE021864,routine,-0.28,1
CASE021865,atypical,1.022,1
CASE021866,routine,-0.269,1
CASE021867,routine,-0.644,1
