arm,baseline_skill,defer_frac,exam_accuracy,latent_skill,practice_frac,reviewer_id,skill_change_from_baseline,under_reliant,week
,,0.96,,0.1744,0.4,C003,,,14
,,0.84,,0.1479,0.28,C003,,,15
,,0.84,,0.1432,0.56,C003,,,16
,,0.88,,0.1578,0.48,C003,,,17
,,0.92,,0.1373,0.4,C003,,,18
,,0.8,,0.1252,0.48,C003,,,19
,,0.84,,0.1144,0.6,C003,,,20
,,0.84,,0.0609,0.56,C003,,,21
,,1.0,,0.05,0.56,C003,,,22
,,0.88,,0.05,0.44,C003,,,23
,,0.92,,0.05,0.68,C003,,,24
disagreement_prompt,0.5701,,0.6167,0.05,,C003,-0.5201,0,exam
,,0.84,,0.8131,0.0,C004,,,1
,,0.72,,0.8013,0.08,C004,,,2
,,0.88,,0.7534,0.0,C004,,,3
,,0.88,,0.6929,0.0,C004,,,4
,,0.88,,0.6646,0.04,C004,,,5
,,0.88,,0.5883,0.08,C004,,,6
,,0.76,,0.5705,0.08,C004,,,7
,,0.8,,0.5517,0.16,C004,,,8
,,0.8,,0.4888,0.08,C004,,,9
,,0.84,,0.4968,0.12,C004,,,10
,,1.0,,0.4296,0.0,C004,,,11
,,0.76,,0.385,0.2,C004,,,12
,,0.72,,0.3246,0.16,C004,,,13
,,0.92,,0.3075,0.08,C004,,,14
,,0.88,,0.2656,0.08,C004,,,15
,,0.8,,0.2214,0.16,C004,,,16
,,1.0,,0.1779,0.0,C004,,,17
,,0.88,,0.1046,0.08,C004,,,18
,,0.92,,0.0571,0.04,C004,,,19
,,0.76,,0.05,0.2,C004,,,20
,,0.96,,0.05,0.0,C004,,,21
,,0.92,,0.05,0.04,C004,,,22
,,0.8,,0.05,0.12,C004,,,23
,,0.96,,0.05,0.0,C004,,,24
control_always_ai,0.8555,,0.5667,0.05,,C004,-0.8055,0,exam
,,0.36,,1.3288,1.0,C005,,,1
,,0.36,,1.3313,1.0,C005,,,2
,,0.48,,1.3125,1.0,C005,,,3
,,0.28,,1.2505,1.0,C005,,,4
,,0.6,,1.2509,1.0,C005,,,5
,,0.32,,1.2668,1.0,C005,,,6
,,0.44,,1.278,1.0,C005,,,7
,,0.52,,1.3114,1.0,C005,,,8
,,0.56,,1.3143,1.0,C005,,,9
,,0.6,,1.303,1.0,C005,,,10
,,0.48,,1.3374,1.0,C005,,,11
,,0.56,,1.319,1.0,C005,,,12
,,0.4,,1.3269,1.0,C005,,,13
,,0.48,,1.3088,1.0,C005,,,14
,,0.48,,1.3408,1.0,C005,,,15
,,0.44,,1.3742,1.0,C005,,,16
,,0.56,,1.3711,1.0,C005,,,17
,,0.64,,1.3732,1.0,C005,,,18
,,0.56,,1.3679,1.0,C005,,,19
,,0.44,,1.398,1.0,C005,,,20
,,0.52,,1.4196,1.0,C005,,,21
,,0.64,,1.4309,1.0,C005,,,22
,,0.48,,1.4477,1.0,C005,,,23
,,0.56,,1.4553,1.0,C005,,,24
blind_first,1.3153,,0.9,1.4553,,C005,0.14,0,exam
,,0.04,,1.1184,0.16,C006,,,1
,,0.0,,1.0825,0.12,C006,,,2
,,0.0,,1.0812,0.2,C006,,,3
,,0.04,,1.1066,0.24,C006,,,4
,,0.04,,1.1129,0.08,C006,,,5
,,0.0,,1.1201,0.24,C006,,,6
,,0.04,,1.1605,0.08,C006,,,7
,,0.04,,1.1664,0.2,C006,,,8
,,0.04,,1.1592,0.12,C006,,,9
,,0.08,,1.1574,0.2,C006,,,10
,,0.08,,1.1623,0.16,C006,,,11
,,0.04,,1.1656,0.24,C006,,,12
,,0.12,,1.1501,0.12,C006,,,13
,,0.08,,1.1548,0.24,C006,,,14
,,0.12,,1.173,0.12,C006,,,15
,,0.16,,1.1868,0.16,C006,,,16
,,0.08,,1.2256,0.0,C006,,,17
,,0.04,,1.2355,0.12,C006,,,18
,,0.08,,1.2303,0.16,C006,,,19
,,0.08,,1.2514,0.16,C006,,,20
,,0.08,,1.2442,0.16,C006,,,21
,,0.12,,1.2346,0.24,C006,,,22
,,0.04,,1.2418,0.04,C006,,,23
,,0.16,,1.2417,0.08,C006,,,24
withheld_ai,1.1112,,0.8167,1.2417,,C006,0.1305,1,exam
,,0.4,,1.0383,0.4,C007,,,1
,,0.36,,1.0393,0.6,C007,,,2
,,0.56,,1.0451,0.44,C007,,,3
,,0.4,,1.0657,0.56,C007,,,4
,,0.32,,1.0491,0.52,C007,,,5
,,0.56,,1.0073,0.4,C007,,,6
,,0.4,,1.0179,0.52,C007,,,7
,,0.6,,1.0141,0.52,C007,,,8
,,0.52,,0.9955,0.52,C007,,,9
,,0.32,,0.9725,0.32,C007,,,10
,,0.4,,0.9502,0.56,C007,,,11
,,0.6,,0.9347,0.52,C007,,,12
,,0.36,,0.9623,0.44,C007,,,13
,,0.6,,0.9597,0.6,C007,,,14
,,0.52,,0.9368,0.4,C007,,,15
,,0.48,,0.9424,0.4,C007,,,16
,,0.72,,0.9269,0.36,C007,,,17
,,0.64,,0.901,0.48,C007,,,18
,,0.48,,0.8887,0.24,C007,,,19
,,0.72,,0.8734,0.56,C007,,,20
,,0.8,,0.8537,0.6,C007,,,21
,,0.72,,0.8506,0.48,C007,,,22
,,0.8,,0.8154,0.44,C007,,,23
,,0.64,,0.8429,0.44,C007,,,24
disagreement_prompt,1.0538,,0.75,0.8429,,C007,-0.2109,0,exam
,,0.76,,0.7848,0.08,C008,,,1
,,0.52,,0.7439,0.08,C008,,,2
,,0.6,,0.6904,0.04,C008,,,3
,,0.76,,0.6302,0.0,C008,,,4
,,0.56,,0.615,0.04,C008,,,5
,,0.88,,0.5826,0.08,C008,,,6
,,0.72,,0.539,0.0,C008,,,7
,,0.64,,0.5134,0.0,C008,,,8
,,0.64,,0.4723,0.08,C008,,,9
,,0.72,,0.4424,0.04,C008,,,10
,,0.72,,0.4142,0.0,C008,,,11
,,0.84,,0.3662,0.08,C008,,,12
,,0.64,,0.359,0.12,C008,,,13
,,0.76,,0.3264,0.04,C008,,,14
,,0.88,,0.2869,0.04,C008,,,15
,,0.84,,0.2854,0.08,C008,,,16
,,0.84,,0.2238,0.08,C008,,,17
,,0.88,,0.1807,0.04,C008,,,18
,,0.96,,0.1222,0.0,C008,,,19
,,0.8,,0.0811,0.16,C008,,,20
,,0.84,,0.05,0.12,C008,,,21
,,0.88,,0.05,0.08,C008,,,22
,,0.92,,0.05,0.04,C008,,,23
,,0.84,,0.05,0.16,C008,,,24
control_always_ai,0.8226,,0.4833,0.05,,C008,-0.7726,0,exam
,,0.24,,0.6638,1.0,C009,,,1
,,0.28,,0.6792,1.0,C009,,,2
,,0.28,,0.7081,1.0,C009,,,3
,,0.36,,0.7244,1.0,C009,,,4
,,0.4,,0.7647,1.0,C009,,,5
,,0.36,,0.7981,1.0,C009,,,6
,,0.32,,0.7935,1.0,C009,,,7
,,0.36,,0.7885,1.0,C009,,,8
,,0.44,,0.8081,1.0,C009,,,9
,,0.2,,0.8432,1.0,C009,,,10
,,0.16,,0.8859,1.0,C009,,,11
,,0.52,,0.897,1.0,C009,,,12
,,0.36,,0.9025,1.0,C009,,,13
,,0.48,,0.9205,1.0,C009,,,14
,,0.6,,0.9326,1.0,C009,,,15
,,0.36,,0.9666,1.0,C009,,,16
,,0.28,,0.9825,1.0,C009,,,17
,,0.28,,0.967,1.0,C009,,,18
,,0.4,,0.9964,1.0,C009,,,19
,,0.48,,1.0042,1.0,C009,,,20
,,0.32,,1.0322,1.0,C009,,,21
,,0.36,,1.0501,1.0,C009,,,22
,,0.4,,1.0429,1.0,C009,,,23
,,0.6,,1.0086,1.0,C009,,,24
blind_first,0.6426,,0.9,1.0086,,C009,0.3659,0,exam
,,0.8,,1.1178,0.16,C010,,,1
,,0.76,,1.0832,0.16,C010,,,2
,,0.72,,1.0937,0.16,C010,,,3
,,0.72,,1.0646,0.28,C010,,,4
,,0.92,,1.0053,0.04,C010,,,5
,,0.8,,0.9753,0.16,C010,,,6
,,0.8,,0.932,0.2,C010,,,7
,,0.8,,0.8773,0.16,C010,,,8
,,0.76,,0.8409,0.24,C010,,,9
,,0.76,,0.7667,0.24,C010,,,10
,,0.64,,0.7453,0.36,C010,,,11
,,0.88,,0.7041,0.12,C010,,,12
,,0.76,,0.6743,0.24,C010,,,13
,,0.84,,0.6379,0.12,C010,,,14
,,0.88,,0.5861,0.12,C010,,,15
,,0.88,,0.5502,0.12,C010,,,16
,,0.84,,0.4946,0.12,C010,,,17
,,0.8,,0.4377,0.2,C010,,,18
,,0.88,,0.4281,0.08,C010,,,19
,,0.8,,0.4092,0.16,C010,,,20
,,0.8,,0.3665,0.2,C010,,,21
,,0.68,,0.3815,0.32,C010,,,22
,,0.8,,0.3283,0.2,C010,,,23
,,0.92,,0.283,0.04,C010,,,24
withheld_ai,1.1614,,0.6333,0.283,,C010,-0.8784,0,exam
,,0.48,,1.0389,0.24,C011,,,1
,,0.36,,1.0281,0.4,C011,,,2
,,0.4,,1.0324,0.48,C011,,,3
,,0.24,,0.9985,0.6,C011,,,4
,,0.4,,0.9791,0.44,C011,,,5
,,0.48,,0.9638,0.44,C011,,,6
,,0.56,,0.9487,0.6,C011,,,7
,,0.48,,0.9339,0.44,C011,,,8
,,0.68,,0.9057,0.52,C011,,,9
,,0.6,,0.915,0.68,C011,,,10
,,0.48,,0.9353,0.52,C011,,,11
,,0.6,,0.8849,0.48,C011,,,12
,,0.44,,0.8276,0.56,C011,,,13
,,0.68,,0.7922,0.4,C011,,,14
,,0.6,,0.7572,0.6,C011,,,15
,,0.68,,0.7548,0.52,C011,,,16
,,0.56,,0.7485,0.68,C011,,,17
,,0.72,,0.7595,0.56,C011,,,18
,,0.52,,0.7792,0.36,C011,,,19
,,0.6,,0.7278,0.48,C011,,,20
,,0.72,,0.697,0.44,C011,,,21
,,0.72,,0.6609,0.68,C011,,,22
,,0.72,,0.6192,0.48,C011,,,23
,,0.68,,0.5852,0.36,C011,,,24
disagreement_prompt,1.0498,,0.6833,0.5852,,C011,-0.4646,0,exam
,,0.36,,1.2952,0.08,C012,,,1
,,0.2,,1.2839,0.04,C012,,,2
,,0.4,,1.3046,0.04,C012,,,3
,,0.32,,1.3083,0.04,C012,,,4
,,0.6,,1.2696,0.0,C012,,,5
,,0.44,,1.2413,0.12,C012,,,6
,,0.56,,1.2431,0.04,C012,,,7
,,0.48,,1.2185,0.04,C012,,,8
,,0.44,,1.1894,0.04,C012,,,9
,,0.52,,1.1568,0.0,C012,,,10
,,0.52,,1.1497,0.0,C012,,,11
,,0.48,,1.0908,0.04,C012,,,12
,,0.56,,1.0698,0.08,C012,,,13
,,0.68,,1.0421,0.04,C012,,,14
,,0.76,,0.9961,0.08,C012,,,15
,,0.6,,0.9785,0.0,C012,,,16
,,0.48,,0.9803,0.12,C012,,,17
,,0.56,,0.9723,0.0,C012,,,18
,,0.56,,0.9651,0.2,C012,,,19
,,0.48,,0.9231,0.2,C012,,,20
,,0.68,,0.8892,0.04,C012,,,21
,,0.68,,0.8464,0.04,C012,,,22
,,0.68,,0.8301,0.0,C012,,,23
,,0.84,,0.778,0.04,C012,,,24
control_always_ai,1.3148,,0.6,0.778,,C012,-0.5368,0,exam
,,0.64,,0.05,1.0,C013,,,1
,,0.72,,0.05,1.0,C013,,,2
,,0.8,,0.05,1.0,C013,,,3
,,0.76,,0.05,1.0,C013,,,4
,,0.68,,0.05,1.0,C013,,,5
,,0.84,,0.05,1.0,C013,,,6
,,0.84,,0.0506,1.0,C013,,,7
,,0.8,,0.05,1.0,C013,,,8
,,0.92,,0.05,1.0,C013,,,9
,,0.96,,0.0664,1.0,C013,,,10
,,0.92,,0.0582,1.0,C013,,,11
,,0.72,,0.0701,1.0,C013,,,12
,,0.84,,0.05,1.0,C013,,,13
,,0.96,,0.05,1.0,C013,,,14
,,0.92,,0.05,1.0,C013,,,15
,,0.84,,0.05,1.0,C013,,,16
,,1.0,,0.05,1.0,C013,,,17
,,0.92,,0.05,1.0,C013,,,18
,,0.68,,0.0512,1.0,C013,,,19
,,1.0,,0.05,1.0,C013,,,20
,,0.96,,0.05,1.0,C013,,,21
,,0.88,,0.05,1.0,C013,,,22
,,0.84,,0.05,1.0,C013,,,23
,,1.0,,0.05,1.0,C013,,,24
blind_first,0.0275,,0.5,0.05,,C013,0.0225,0,exam
,,0.12,,0.4825,0.24,C014,,,1
,,0.24,,0.4689,0.04,C014,,,2
,,0.2,,0.4586,0.0,C014,,,3
,,0.16,,0.476,0.12,C014,,,4
,,0.04,,0.4594,0.12,C014,,,5
,,0.12,,0.472,0.16,C014,,,6
,,0.0,,0.5049,0.24,C014,,,7
,,0.04,,0.4775,0.12,C014,,,8
,,0.2,,0.4366,0.12,C014,,,9
,,0.2,,0.3912,0.16,C014,,,10
,,0.16,,0.3762,0.16,C014,,,11
,,0.08,,0.3635,0.2,C014,,,12
,,0.16,,0.347,0.16,C014,,,13
,,0.24,,0.3512,0.2,C014,,,14
,,0.28,,0.328,0.16,C014,,,15
,,0.04,,0.3235,0.16,C014,,,16
,,0.2,,0.323,0.2,C014,,,17
,,0.16,,0.3098,0.16,C014,,,18
,,0.12,,0.3337,0.16,C014,,,19
,,0.04,,0.3181,0.32,C014,,,20
,,0.08,,0.2919,0.12,C014,,,21
,,0.24,,0.2664,0.12,C014,,,22
,,0.04,,0.2979,0.16,C014,,,23
,,0.16,,0.3114,0.24,C014,,,24
withheld_ai,0.4716,,0.6167,0.3114,,C014,-0.1603,1,exam
,,0.0,,1.5411,0.56,C015,,,1
,,0.0,,1.5481,0.52,C015,,,2
,,0.0,,1.5848,0.44,C015,,,3
,,0.0,,1.598,0.44,C015,,,4
,,0.0,,1.6172,0.44,C015,,,5
,,0.0,,1.651,0.56,C015,,,6
,,0.0,,1.683,0.72,C015,,,7
,,0.0,,1.7182,0.48,C015,,,8
,,0.0,,1.7057,0.64,C015,,,9
,,0.0,,1.7312,0.48,C015,,,10
,,0.0,,1.7246,0.56,C015,,,11
,,0.0,,1.7395,0.52,C015,,,12
,,0.04,,1.7406,0.48,C015,,,13
,,0.0,,1.7605,0.4,C015,,,14
,,0.0,,1.7911,0.44,C015,,,15
,,0.0,,1.7749,0.36,C015,,,16
,,0.0,,1.8211,0.4,C015,,,17
,,0.0,,1.8359,0.48,C015,,,18
,,0.0,,1.8916,0.56,C015,,,19
,,0.0,,1.921,0.44,C015,,,20
,,0.0,,1.8869,0.64,C015,,,21
,,0.0,,1.8805,0.56,C015,,,22
,,0.04,,1.868,0.36,C015,,,23
,,0.08,,1.882,0.56,C015,,,24
disagreement_prompt,1.5219,,0.9333,1.882,,C015,0.3601,1,exam
