participant_id,group,phase,item_id,true_label,response,correct,rt_ms,difficulty,hint_shown,hint_label,hint_correct,followed_hint
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T15,Human,,TRUE,3232,easy,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T16,AI,,TRUE,4833,medium,TRUE,Human,FALSE,FALSE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T17,AI,,TRUE,3911,easy,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T18,Human,,TRUE,3464,medium,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T19,AI,,TRUE,4464,easy,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T20,Human,,TRUE,5812,medium,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X01,AI,,TRUE,38018,easy,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X02,Human,,TRUE,7950,easy,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X03,AI,,TRUE,2762,medium,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X04,Human,,FALSE,15698,medium,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X05,AI,,TRUE,26470,medium,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X06,Human,,TRUE,24810,medium,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X07,Human,,TRUE,29823,medium,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X08,AI,,TRUE,23964,hard,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X09,Human,,TRUE,3663,easy,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,test,X10,AI,,TRUE,19110,hard,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T01,AI,,TRUE,31973,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T02,Human,,TRUE,3516,easy,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T03,AI,,TRUE,2481,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T04,Human,,TRUE,1878,easy,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T05,AI,,TRUE,2130,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T06,Human,,FALSE,20124,easy,TRUE,AI,FALSE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T07,AI,,TRUE,4155,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T08,Human,,TRUE,1785,medium,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T09,AI,,TRUE,2123,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T10,Human,,TRUE,2301,medium,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T11,AI,,TRUE,2599,medium,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T12,Human,,FALSE,1771,medium,TRUE,AI,FALSE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T13,AI,,FALSE,2507,medium,TRUE,Human,FALSE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T14,Human,,FALSE,2988,medium,TRUE,AI,FALSE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T15,Human,,TRUE,237,easy,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T16,AI,,FALSE,1783,medium,TRUE,Human,FALSE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T17,AI,,FALSE,69,easy,TRUE,AI,TRUE,FALSE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T18,Human,,FALSE,244,medium,TRUE,Human,TRUE,FALSE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T19,AI,,TRUE,1720,easy,TRUE,AI,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,training,T20,Human,,TRUE,1664,medium,TRUE,Human,TRUE,TRUE
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X01,AI,,TRUE,9161,easy,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X02,Human,,TRUE,4196,easy,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X03,AI,,TRUE,5650,medium,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X04,Human,,FALSE,17438,medium,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X05,AI,,TRUE,7092,medium,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X06,Human,,FALSE,2506,medium,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X07,Human,,TRUE,6463,medium,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X08,AI,,FALSE,2326,hard,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X09,Human,,FALSE,1065,easy,FALSE,,,
8c091793-5d2f-4564-912d-2a834cf0e0d9,A,test,X10,AI,,FALSE,1692,hard,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T01,AI,,TRUE,12344,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T02,Human,,TRUE,2672,easy,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T03,AI,,TRUE,2106,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T04,Human,,TRUE,2198,easy,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T05,AI,,TRUE,1814,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T06,Human,,FALSE,1405,easy,TRUE,AI,FALSE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T07,AI,,TRUE,2065,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T08,Human,,TRUE,1277,medium,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T09,AI,,TRUE,1390,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T10,Human,,TRUE,1608,medium,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T11,AI,,TRUE,2035,medium,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T12,Human,,FALSE,2244,medium,TRUE,AI,FALSE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T13,AI,,FALSE,1732,medium,TRUE,Human,FALSE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T14,Human,,FALSE,1622,medium,TRUE,AI,FALSE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T15,Human,,TRUE,2166,easy,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T16,AI,,FALSE,1501,medium,TRUE,Human,FALSE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T17,AI,,TRUE,3208,easy,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T18,Human,,TRUE,2237,medium,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T19,AI,,TRUE,4378,easy,TRUE,AI,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,training,T20,Human,,TRUE,1237,medium,TRUE,Human,TRUE,TRUE
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X01,AI,,TRUE,24795,easy,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X02,Human,,TRUE,23390,easy,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X03,AI,,TRUE,3242,medium,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X04,Human,,TRUE,19658,medium,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X05,AI,,TRUE,21000,medium,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X06,Human,,TRUE,21730,medium,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X07,Human,,TRUE,31965,medium,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X08,AI,,TRUE,35366,hard,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X09,Human,,TRUE,19838,easy,FALSE,,,
fa85c29a-c5a1-4b02-93f4-8be798fa6daf,A,test,X10,AI,,TRUE,37078,hard,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T01,AI,,TRUE,26919,medium,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T02,Human,,TRUE,29796,easy,TRUE,Human,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T03,AI,,TRUE,10864,medium,FALSE,AI,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T04,Human,,TRUE,6329,easy,TRUE,Human,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T05,AI,,TRUE,3306,medium,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T06,Human,,TRUE,13513,easy,FALSE,AI,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T07,AI,,TRUE,3875,medium,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T08,Human,,TRUE,2185,medium,TRUE,Human,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T09,AI,,TRUE,7036,medium,FALSE,AI,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T10,Human,,TRUE,2002,medium,TRUE,Human,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T11,AI,,TRUE,2489,medium,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T12,Human,,TRUE,9422,medium,FALSE,AI,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T13,AI,,FALSE,2895,medium,TRUE,Human,FALSE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T14,Human,,TRUE,41671,medium,TRUE,AI,FALSE,FALSE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T15,Human,,TRUE,8224,easy,FALSE,Human,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T16,AI,,TRUE,6492,medium,TRUE,Human,FALSE,FALSE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T17,AI,,TRUE,8447,easy,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T18,Human,,FALSE,392,medium,FALSE,Human,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T19,AI,,TRUE,14532,easy,TRUE,AI,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,training,T20,Human,,TRUE,10266,medium,TRUE,Human,TRUE,TRUE
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X01,AI,,TRUE,14498,easy,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X02,Human,,TRUE,4621,easy,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X03,AI,,TRUE,7917,medium,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X04,Human,,TRUE,15863,medium,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X05,AI,,TRUE,8467,medium,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X06,Human,,TRUE,6427,medium,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X07,Human,,TRUE,14144,medium,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X08,AI,,TRUE,24456,hard,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X09,Human,,TRUE,8427,easy,FALSE,,,
410350e5-e9fc-4208-9271-004d5b7cd646,B,test,X10,AI,,TRUE,11006,hard,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T01,AI,,FALSE,7464,medium,TRUE,AI,TRUE,FALSE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T02,Human,,TRUE,17502,easy,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T03,AI,,TRUE,9605,medium,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T04,Human,,TRUE,1452,easy,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T05,AI,,TRUE,1194,medium,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T06,Human,,FALSE,1109,easy,TRUE,AI,FALSE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T07,AI,,TRUE,3710,medium,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T08,Human,,TRUE,1588,medium,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T09,AI,,TRUE,1453,medium,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T10,Human,,TRUE,2161,medium,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T11,AI,,TRUE,2435,medium,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T12,Human,,FALSE,1571,medium,TRUE,AI,FALSE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T13,AI,,TRUE,3319,medium,TRUE,Human,FALSE,FALSE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T14,Human,,FALSE,2786,medium,TRUE,AI,FALSE,FALSE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T15,Human,,TRUE,2883,easy,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T16,AI,,FALSE,1574,medium,TRUE,Human,FALSE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T17,AI,,TRUE,2634,easy,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T18,Human,,TRUE,2571,medium,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T19,AI,,TRUE,1885,easy,TRUE,AI,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,training,T20,Human,,TRUE,2170,medium,TRUE,Human,TRUE,TRUE
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X01,AI,,FALSE,7894,easy,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X02,Human,,TRUE,1211,easy,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X03,AI,,FALSE,661,medium,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X04,Human,,TRUE,577,medium,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X05,AI,,FALSE,503,medium,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X06,Human,,TRUE,649,medium,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X07,Human,,TRUE,669,medium,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X08,AI,,TRUE,657,hard,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X09,Human,,FALSE,481,easy,FALSE,,,
bc81e669-51f4-4c32-9778-a0c1fbda9484,A,test,X10,AI,,FALSE,1150,hard,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T01,AI,,FALSE,881,medium,TRUE,AI,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T02,Human,,TRUE,746,easy,TRUE,Human,TRUE,TRUE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T03,AI,,FALSE,586,medium,FALSE,AI,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T04,Human,,TRUE,442,easy,TRUE,Human,TRUE,TRUE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T05,AI,,FALSE,557,medium,TRUE,AI,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T06,Human,,FALSE,932,easy,FALSE,AI,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T07,AI,,FALSE,458,medium,TRUE,AI,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T08,Human,,FALSE,6202,medium,TRUE,Human,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T09,AI,,FALSE,416,medium,FALSE,AI,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T10,Human,,FALSE,337,medium,TRUE,Human,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T11,AI,,FALSE,653,medium,TRUE,AI,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T12,Human,,FALSE,111,medium,FALSE,AI,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T13,AI,,TRUE,474,medium,TRUE,Human,FALSE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T14,Human,,FALSE,405,medium,TRUE,AI,FALSE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T15,Human,,TRUE,744,easy,FALSE,Human,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T16,AI,,FALSE,648,medium,TRUE,Human,FALSE,TRUE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T17,AI,,TRUE,1123,easy,TRUE,AI,TRUE,TRUE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T18,Human,,TRUE,346,medium,FALSE,Human,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T19,AI,,FALSE,327,easy,TRUE,AI,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,training,T20,Human,,FALSE,623,medium,TRUE,Human,TRUE,FALSE
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X01,AI,,FALSE,869,easy,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X02,Human,,FALSE,605,easy,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X03,AI,,FALSE,145,medium,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X04,Human,,TRUE,118,medium,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X05,AI,,TRUE,73,medium,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X06,Human,,FALSE,139,medium,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X07,Human,,FALSE,81,medium,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X08,AI,,FALSE,124,hard,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X09,Human,,FALSE,231,easy,FALSE,,,
ec8b707c-ce1e-48ec-8a2f-c44605773e52,B,test,X10,AI,,FALSE,281,hard,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T01,AI,,TRUE,6737,medium,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T02,Human,,TRUE,5908,easy,TRUE,Human,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T03,AI,,TRUE,12253,medium,FALSE,AI,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T04,Human,,TRUE,3453,easy,TRUE,Human,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T05,AI,,TRUE,10733,medium,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T06,Human,,TRUE,11231,easy,FALSE,AI,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T07,AI,,TRUE,7207,medium,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T08,Human,,TRUE,5664,medium,TRUE,Human,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T09,AI,,FALSE,9930,medium,FALSE,AI,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T10,Human,,TRUE,6943,medium,TRUE,Human,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T11,AI,,TRUE,2092,medium,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T12,Human,,TRUE,13582,medium,FALSE,AI,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T13,AI,,TRUE,13530,medium,TRUE,Human,FALSE,FALSE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T14,Human,,TRUE,12590,medium,TRUE,AI,FALSE,FALSE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T15,Human,,FALSE,5442,easy,FALSE,Human,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T16,AI,,TRUE,13682,medium,TRUE,Human,FALSE,FALSE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T17,AI,,TRUE,2192,easy,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T18,Human,,TRUE,11137,medium,FALSE,Human,,
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T19,AI,,TRUE,10361,easy,TRUE,AI,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,training,T20,Human,,TRUE,5574,medium,TRUE,Human,TRUE,TRUE
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X01,AI,,TRUE,14475,easy,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X02,Human,,TRUE,5731,easy,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X03,AI,,TRUE,11732,medium,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X04,Human,,TRUE,7792,medium,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X05,AI,,TRUE,9932,medium,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X06,Human,,TRUE,12795,medium,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X07,Human,,TRUE,10838,medium,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X08,AI,,TRUE,9470,hard,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X09,Human,,TRUE,11124,easy,FALSE,,,
50eead95-ed86-422e-b12a-51010c7c8361,B,test,X10,AI,,FALSE,4152,hard,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T01,AI,,TRUE,2843,medium,TRUE,AI,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T02,Human,,TRUE,1776,easy,TRUE,Human,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T03,AI,,TRUE,16261,medium,FALSE,AI,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T04,Human,,TRUE,1985,easy,TRUE,Human,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T05,AI,,TRUE,1590,medium,TRUE,AI,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T06,Human,,TRUE,21961,easy,FALSE,AI,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T07,AI,,TRUE,6181,medium,TRUE,AI,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T08,Human,,TRUE,2287,medium,TRUE,Human,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T09,AI,,TRUE,8567,medium,FALSE,AI,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T10,Human,,TRUE,7503,medium,TRUE,Human,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T11,AI,,TRUE,7314,medium,TRUE,AI,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T12,Human,,TRUE,8362,medium,FALSE,AI,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T13,AI,,TRUE,1491,medium,TRUE,Human,FALSE,FALSE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T14,Human,,TRUE,8412,medium,TRUE,AI,FALSE,FALSE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T15,Human,,TRUE,4123,easy,FALSE,Human,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T16,AI,,TRUE,2531,medium,TRUE,Human,FALSE,FALSE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T17,AI,,TRUE,2166,easy,TRUE,AI,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T18,Human,,TRUE,3030,medium,FALSE,Human,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T19,AI,,FALSE,1924,easy,TRUE,AI,TRUE,FALSE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,training,T20,Human,,TRUE,2484,medium,TRUE,Human,TRUE,TRUE
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X01,AI,,TRUE,3583,easy,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X02,Human,,TRUE,1165,easy,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X03,AI,,TRUE,1726,medium,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X04,Human,,TRUE,2631,medium,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X05,AI,,TRUE,2561,medium,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X06,Human,,TRUE,1588,medium,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X07,Human,,TRUE,1274,medium,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X08,AI,,TRUE,2421,hard,FALSE,,,
